"ThetaMin","ThetaMax","PhiMin","PhiMax","P1_Q1_index","P2_Q2_index","P3_Q3_index","T_r"
120,258,13074,13176,11,63,33,874
-6,126,13170,13272,4,63,33,871
-6,126,13266,13374,4,63,33,867
120,258,13170,13272,11,63,33,870
120,258,13266,13374,4,63,33,866
252,324,12978,13032,11,50,33,884
252,324,13026,13080,11,50,33,882
318,390,12978,13032,11,50,33,883
318,390,13026,13080,11,50,33,881
252,324,13074,13128,11,50,33,880
252,324,13122,13176,11,50,33,877
318,390,13074,13128,11,50,33,879
318,390,13122,13176,11,50,33,877
384,456,12978,13032,11,50,18,883
384,420,13026,13056,11,50,18,884
384,420,13050,13080,11,50,33,883
414,456,13026,13056,11,50,18,883
414,456,13050,13080,11,50,18,882
450,522,12978,13032,11,50,18,883
450,522,13026,13080,11,50,18,881
384,420,13074,13104,11,50,33,882
384,420,13098,13128,11,50,33,881
414,456,13074,13104,11,50,18,881
414,456,13098,13128,11,50,33,880
384,420,13122,13152,11,50,33,880
384,420,13146,13176,11,50,33,879
414,456,13122,13152,11,50,33,879
414,456,13146,13176,11,50,33,878
450,522,13074,13128,11,50,18,878
450,522,13122,13176,11,50,18,876
252,324,13170,13224,4,11,50,875
252,324,13218,13272,4,11,50,873
318,390,13170,13224,11,50,33,875
318,390,13218,13272,11,50,33,873
252,324,13266,13320,4,11,50,871
252,324,13314,13374,4,63,33,869
318,390,13266,13320,4,11,50,871
318,390,13314,13374,4,11,50,868
384,420,13170,13200,11,50,33,878
384,420,13194,13224,4,11,50,877
414,456,13170,13200,11,50,33,877
414,456,13194,13224,11,50,33,876
384,420,13218,13248,4,11,50,876
384,420,13242,13272,4,11,50,874
414,456,13218,13248,11,50,33,875
414,456,13242,13272,4,11,50,874
450,486,13170,13200,11,50,33,877
450,486,13194,13224,11,50,33,876
480,522,13170,13200,11,50,18,877
480,522,13194,13224,11,50,18,876
450,486,13218,13248,11,50,33,875
450,486,13242,13272,4,11,50,874
480,504,13218,13236,11,50,18,876
480,504,13230,13248,11,50,33,876
498,522,13218,13236,11,50,18,876
498,522,13230,13248,11,50,18,876
480,504,13242,13260,4,11,50,875
480,504,13254,13272,4,11,50,875
498,522,13242,13260,11,50,18,875
498,522,13254,13272,4,11,50,874
384,420,13266,13296,4,11,50,873
384,420,13290,13320,4,11,50,872
414,456,13266,13296,4,11,50,873
414,456,13290,13320,4,11,50,872
384,456,13314,13374,4,11,50,868
450,486,13266,13296,4,11,50,873
450,486,13290,13320,4,11,50,872
480,504,13266,13284,4,11,50,874
480,504,13278,13296,4,11,50,873
498,522,13266,13284,4,11,50,874
498,522,13278,13296,4,11,50,873
480,504,13290,13308,4,11,50,873
480,504,13302,13320,4,11,50,872
498,522,13290,13308,4,11,50,873
498,522,13302,13320,4,11,50,872
450,486,13314,13344,4,11,50,871
450,486,13338,13374,4,11,50,870
480,522,13314,13344,4,11,50,870
480,522,13338,13374,4,11,50,869
516,786,12594,12792,18,25,50,881
516,786,12786,12984,18,25,50,873
780,1050,12594,12792,18,25,50,880
780,1050,12786,12984,11,50,18,872
516,654,12978,13080,11,50,18,877
516,654,13074,13176,11,50,18,872
648,786,12978,13080,11,50,18,876
648,786,13074,13176,11,50,18,872
516,654,13170,13272,11,50,18,868
516,552,13266,13296,11,50,18,873
516,534,13290,13308,4,11,50,873
516,534,13302,13320,4,11,50,873
528,552,13290,13308,4,11,50,873
528,552,13302,13320,4,11,50,872
546,588,13266,13296,11,50,18,872
546,588,13290,13320,11,50,18,871
516,552,13314,13344,4,11,50,870
516,552,13338,13374,4,11,50,869
546,588,13314,13344,11,50,18,870
546,570,13338,13356,4,11,50,870
546,570,13350,13374,4,11,50,870
564,588,13338,13356,4,11,50,870
564,588,13350,13374,4,11,50,870
582,654,13266,13320,11,50,18,869
582,654,13314,13374,11,50,18,867
648,786,13170,13272,11,50,18,867
648,786,13266,13374,11,50,18,863
780,1050,12978,13176,11,50,18,864
780,918,13170,13272,11,50,18,867
780,918,13266,13374,11,50,18,862
912,1050,13170,13272,11,50,18,866
912,1050,13266,13374,11,50,18,862
-6,126,13368,13470,4,63,33,862
-6,126,13464,13566,4,63,33,858
120,258,13368,13470,4,63,33,861
120,258,13464,13566,4,63,33,857
-6,126,13560,13662,4,63,33,853
-6,126,13656,13764,4,63,33,849
120,258,13560,13662,4,63,33,852
120,258,13656,13764,4,63,33,847
252,324,13368,13422,4,63,33,866
252,324,13416,13470,4,63,33,864
318,390,13368,13422,4,63,33,866
318,390,13416,13470,4,63,33,864
252,324,13464,13518,4,63,33,862
252,324,13512,13566,4,63,33,859
318,390,13464,13518,4,63,33,861
318,390,13512,13566,4,63,33,859
384,456,13368,13422,4,11,50,865
384,456,13416,13470,4,63,33,863
450,522,13368,13422,4,11,50,865
450,522,13416,13470,4,11,50,863
384,456,13464,13518,4,63,33,861
384,456,13512,13566,4,63,33,859
450,486,13464,13494,4,11,50,864
450,486,13488,13518,4,11,50,863
480,522,13464,13494,4,11,50,863
480,522,13488,13518,4,11,50,862
450,486,13512,13542,4,11,50,861
450,486,13536,13566,4,63,33,860
480,522,13512,13542,4,11,50,861
480,522,13536,13566,4,63,33,860
252,324,13560,13614,4,63,33,857
252,324,13608,13662,4,63,33,855
318,390,13560,13614,4,63,33,857
318,390,13608,13662,4,63,33,854
252,324,13656,13710,4,63,33,853
252,324,13704,13764,4,63,33,850
318,390,13656,13710,4,63,33,852
318,390,13704,13764,4,63,33,850
384,456,13560,13614,4,63,33,856
384,456,13608,13662,4,63,33,854
450,486,13560,13590,4,63,33,859
450,486,13584,13614,4,63,33,858
480,522,13560,13590,4,63,33,859
480,522,13584,13614,4,63,33,857
450,486,13608,13638,4,63,33,857
450,486,13632,13662,4,63,33,856
480,522,13608,13638,4,63,33,856
480,522,13632,13662,4,63,33,855
384,456,13656,13710,4,63,33,852
384,456,13704,13764,4,63,33,849
450,486,13656,13686,4,63,33,855
450,486,13680,13710,4,63,33,853
480,522,13656,13686,4,63,33,854
480,522,13680,13710,4,63,33,853
450,522,13704,13764,4,63,33,849
-6,126,13758,13860,4,63,33,844
-6,126,13854,13956,4,63,33,839
120,258,13758,13860,4,63,33,842
120,258,13854,13956,4,63,33,838
-6,126,13950,14052,4,63,33,834
-6,126,14046,14154,4,63,33,829
120,258,13950,14052,4,63,33,833
120,258,14046,14154,4,63,33,828
252,324,13758,13812,4,63,33,848
252,324,13806,13860,4,63,33,845
318,390,13758,13812,4,63,33,847
318,390,13806,13860,4,63,33,845
252,324,13854,13908,4,63,33,843
252,324,13902,13956,4,63,33,840
318,390,13854,13908,4,63,33,842
318,390,13902,13956,4,63,33,840
384,456,13758,13812,4,63,33,847
384,456,13806,13860,4,63,33,844
450,522,13758,13812,4,63,33,846
450,522,13806,13860,4,63,33,844
384,456,13854,13908,4,63,33,842
384,456,13902,13956,4,63,33,839
450,522,13854,13908,4,63,33,841
450,522,13902,13956,4,63,33,839
252,390,13950,14052,4,63,33,832
252,390,14046,14154,4,63,33,827
384,456,13950,14004,4,63,33,837
384,456,13998,14052,4,63,33,834
450,522,13950,14004,4,63,33,836
450,522,13998,14052,4,63,33,834
384,456,14046,14100,4,63,33,832
384,456,14094,14154,4,63,33,829
450,522,14046,14100,4,63,33,831
450,522,14094,14154,4,63,33,829
516,552,13368,13398,4,11,50,868
516,552,13392,13422,4,11,50,867
546,588,13368,13398,4,11,50,867
546,588,13392,13422,4,11,50,866
516,552,13416,13446,4,11,50,866
516,552,13440,13470,4,11,50,865
546,588,13416,13446,4,11,50,865
546,588,13440,13470,4,11,50,864
582,654,13368,13422,11,50,18,864
582,618,13416,13446,4,11,50,865
582,618,13440,13470,4,11,50,864
612,654,13416,13446,11,50,18,865
612,654,13440,13470,4,11,50,864
516,588,13464,13518,4,11,50,860
516,552,13512,13542,4,11,50,861
516,552,13536,13566,4,11,50,860
546,588,13512,13542,4,11,50,861
546,588,13536,13566,4,11,50,859
582,618,13464,13494,4,11,50,863
582,618,13488,13518,4,11,50,862
612,654,13464,13494,4,11,50,862
612,654,13488,13518,4,11,50,861
582,654,13512,13566,4,11,50,858
648,786,13368,13470,11,50,18,858
648,720,13464,13518,11,50,18,859
648,684,13512,13542,4,11,50,860
648,684,13536,13566,4,11,50,859
678,720,13512,13542,4,11,50,860
678,720,13536,13566,4,11,50,859
714,786,13464,13518,11,50,18,859
714,786,13512,13566,11,50,18,857
516,552,13560,13590,4,63,33,859
516,552,13584,13614,4,63,33,858
546,588,13560,13590,4,11,50,858
546,570,13584,13602,4,11,50,859
546,570,13596,13614,4,11,50,858
564,588,13584,13602,4,11,50,859
564,588,13596,13614,4,11,50,858
516,552,13608,13638,4,63,33,856
516,552,13632,13662,4,63,33,855
546,570,13608,13626,4,11,50,857
546,570,13620,13638,4,63,33,857
564,588,13608,13626,4,11,50,857
564,588,13620,13638,4,11,50,857
546,588,13632,13662,4,63,33,855
582,618,13560,13590,4,11,50,858
582,618,13584,13614,4,11,50,857
612,654,13560,13590,4,11,50,858
612,654,13584,13614,4,11,50,857
582,600,13608,13626,4,11,50,858
582,600,13620,13638,4,11,50,857
594,618,13608,13626,4,11,50,857
594,618,13620,13638,4,11,50,857
582,600,13632,13650,4,11,50,857
582,600,13644,13662,4,11,50,856
594,618,13632,13650,4,11,50,856
594,618,13644,13662,4,63,33,855
612,654,13608,13638,4,11,50,855
612,636,13632,13650,4,11,50,856
612,636,13644,13662,4,11,50,855
630,654,13632,13650,4,11,50,856
630,654,13644,13662,4,11,50,855
516,552,13656,13686,4,63,33,854
516,552,13680,13710,4,63,33,853
546,588,13656,13686,4,63,33,854
546,588,13680,13710,4,63,33,852
516,552,13704,13734,4,63,33,852
516,552,13728,13764,4,63,33,850
546,588,13704,13734,4,63,33,851
546,588,13728,13764,4,63,33,850
582,600,13656,13674,4,63,33,855
582,600,13668,13686,4,63,33,855
594,618,13656,13674,4,63,33,855
594,618,13668,13686,4,63,33,854
582,600,13680,13698,4,63,33,854
582,600,13692,13710,4,63,33,854
594,618,13680,13698,4,63,33,854
594,618,13692,13710,4,63,33,853
612,636,13656,13674,4,63,33,855
612,636,13668,13686,4,63,33,854
630,654,13656,13674,4,11,50,855
630,642,13668,13680,4,11,50,855
630,642,13674,13686,4,11,50,855
636,654,13668,13680,4,11,50,855
636,654,13674,13686,4,11,50,854
612,636,13680,13698,4,63,33,854
612,636,13692,13710,4,63,33,853
630,642,13680,13692,4,11,50,854
630,642,13686,13698,4,11,50,854
636,654,13680,13692,4,11,50,854
636,654,13686,13698,4,11,50,854
630,642,13692,13704,4,11,50,854
630,642,13698,13710,4,63,33,854
636,654,13692,13704,4,63,33,853
636,654,13698,13710,4,63,33,853
582,618,13704,13734,4,63,33,851
582,618,13728,13764,4,63,33,850
612,636,13704,13722,4,63,33,852
612,636,13716,13734,4,63,33,852
630,642,13704,13716,4,63,33,853
630,642,13710,13722,4,63,33,853
636,654,13704,13716,4,63,33,853
636,654,13710,13722,4,63,33,853
630,642,13716,13728,4,63,33,853
630,642,13722,13734,4,63,33,852
636,654,13716,13728,4,63,33,852
636,654,13722,13734,4,63,33,852
612,636,13728,13746,4,63,33,851
612,636,13740,13764,4,63,33,850
630,642,13728,13740,4,63,33,852
630,642,13734,13746,4,63,33,852
636,654,13728,13740,4,63,33,852
636,654,13734,13746,4,63,33,851
630,654,13740,13764,4,63,33,850
648,684,13560,13590,4,11,50,858
648,684,13584,13614,4,11,50,857
678,720,13560,13590,4,11,50,857
678,720,13584,13614,4,11,50,856
648,684,13608,13638,4,11,50,856
648,684,13632,13662,4,11,50,855
678,720,13608,13638,4,11,50,855
678,720,13632,13662,4,11,50,854
714,786,13560,13614,11,50,18,855
714,750,13608,13638,4,11,50,855
714,750,13632,13662,4,11,50,854
744,786,13608,13638,4,11,50,855
744,786,13632,13662,4,11,50,854
648,666,13656,13674,4,11,50,855
648,666,13668,13686,4,11,50,854
660,684,13656,13674,4,11,50,854
660,684,13668,13686,4,11,50,854
648,666,13680,13698,4,11,50,854
648,666,13692,13710,4,11,50,853
660,684,13680,13698,4,11,50,853
660,672,13692,13704,4,11,50,854
660,672,13698,13710,4,11,50,853
666,684,13692,13704,4,11,50,853
666,684,13698,13710,4,11,50,853
678,720,13656,13686,4,11,50,853
678,702,13680,13698,4,11,50,853
678,702,13692,13710,4,11,50,853
696,720,13680,13698,4,11,50,853
696,720,13692,13710,4,11,50,853
648,660,13704,13716,4,11,50,853
648,660,13710,13722,4,63,33,853
654,666,13704,13716,4,11,50,853
654,666,13710,13722,4,11,50,853
648,660,13716,13728,4,63,33,853
648,660,13722,13734,4,63,33,852
654,666,13716,13728,4,63,33,853
654,666,13722,13734,4,63,33,852
660,672,13704,13716,4,11,50,853
660,672,13710,13722,4,11,50,853
666,684,13704,13716,4,11,50,853
666,678,13710,13722,4,11,50,853
666,678,13710,13722,4,11,50,853
672,684,13710,13722,4,11,50,853
672,684,13710,13722,4,11,50,853
660,672,13716,13728,4,11,50,853
660,672,13722,13734,4,63,33,852
666,678,13716,13728,4,11,50,852
666,678,13716,13728,4,11,50,852
672,684,13716,13728,4,11,50,852
672,684,13716,13728,4,11,50,852
666,678,13722,13734,4,63,33,852
666,678,13722,13734,4,63,33,852
672,684,13722,13734,4,11,50,852
672,684,13722,13734,4,11,50,852
648,666,13728,13746,4,63,33,851
648,660,13740,13752,4,63,33,851
648,660,13746,13764,4,63,33,851
654,666,13740,13752,4,63,33,851
654,666,13746,13764,4,63,33,850
660,672,13728,13740,4,63,33,852
660,672,13734,13746,4,63,33,852
666,678,13728,13740,4,41,70,852
666,678,13728,13740,4,41,70,852
672,684,13728,13740,4,41,70,852
672,684,13728,13740,4,41,70,852
666,684,13734,13746,4,41,70,851
660,672,13740,13752,4,41,70,851
660,672,13746,13764,4,41,70,850
666,684,13740,13752,4,41,70,851
666,684,13746,13764,4,41,70,850
678,690,13704,13716,4,11,50,853
678,690,13710,13722,4,11,50,853
684,702,13704,13716,4,11,50,853
684,702,13710,13722,4,11,50,852
678,702,13716,13734,4,41,70,851
696,720,13704,13722,4,11,50,852
696,720,13716,13734,4,41,70,851
678,720,13728,13764,4,41,70,849
714,786,13656,13710,4,41,70,850
714,786,13704,13764,4,41,70,847
780,918,13368,13470,11,50,18,858
780,918,13464,13566,11,50,18,853
912,1050,13368,13470,11,41,70,857
912,1050,13464,13566,11,41,70,852
780,918,13560,13662,11,41,70,848
780,918,13656,13764,11,41,70,843
912,1050,13560,13662,11,41,70,848
912,1050,13656,13764,11,41,70,843
516,552,13758,13788,4,63,33,849
516,552,13782,13812,4,63,33,848
546,588,13758,13788,4,63,33,848
546,588,13782,13812,4,63,33,847
516,552,13806,13836,4,63,33,847
516,552,13830,13860,4,63,33,845
546,588,13806,13836,4,63,33,846
546,588,13830,13860,4,63,33,845
582,618,13758,13788,4,63,33,849
582,618,13782,13812,4,63,33,847
612,636,13758,13776,4,63,33,850
612,636,13770,13788,4,63,33,849
630,654,13758,13776,4,63,33,850
630,654,13770,13788,4,63,33,849
612,636,13782,13800,4,63,33,848
612,636,13794,13812,4,63,33,848
630,654,13782,13800,4,63,33,848
630,654,13794,13812,4,63,33,848
582,618,13806,13836,4,63,33,846
582,618,13830,13860,4,63,33,845
612,636,13806,13824,4,63,33,847
612,636,13818,13836,4,63,33,847
630,654,13806,13824,4,41,70,847
630,654,13818,13836,4,41,70,847
612,636,13830,13848,4,63,33,846
612,636,13842,13860,4,41,70,845
630,654,13830,13848,4,41,70,846
630,654,13842,13860,4,41,70,845
516,552,13854,13884,4,63,33,844
516,552,13878,13908,4,63,33,843
546,588,13854,13884,4,63,33,844
546,588,13878,13908,4,63,33,842
516,552,13902,13932,4,63,33,842
516,552,13926,13956,4,63,33,841
546,588,13902,13932,4,63,33,841
546,588,13926,13956,4,63,33,840
582,618,13854,13884,4,63,33,844
582,618,13878,13908,4,63,33,843
612,654,13854,13884,4,41,70,843
612,654,13878,13908,4,41,70,842
582,618,13902,13932,4,41,70,841
582,618,13926,13956,4,41,70,840
612,654,13902,13932,4,41,70,841
612,654,13926,13956,4,41,70,840
648,666,13758,13776,4,63,33,850
648,666,13770,13788,4,41,70,849
660,684,13758,13776,4,41,70,849
660,684,13770,13788,4,41,70,849
648,684,13782,13812,4,41,70,847
678,720,13758,13788,4,41,70,848
678,720,13782,13812,4,41,70,846
648,720,13806,13860,4,41,70,843
714,786,13758,13812,4,41,70,845
714,786,13806,13860,4,41,70,842
648,786,13854,13956,4,41,70,834
516,552,13950,13980,4,63,33,839
516,552,13974,14004,4,63,33,838
546,588,13950,13980,4,63,33,839
546,588,13974,14004,4,41,70,837
516,588,13998,14052,4,63,33,834
582,654,13950,14004,4,41,70,836
582,654,13998,14052,4,41,70,833
516,654,14046,14154,4,41,70,825
648,786,13950,14052,4,41,70,829
648,786,14046,14154,4,41,70,824
780,918,13758,13860,11,41,70,838
780,852,13854,13908,4,41,70,839
780,852,13902,13956,4,41,70,837
846,918,13854,13908,4,41,70,839
846,918,13902,13956,4,41,70,837
912,1050,13758,13860,18,41,70,838
912,1050,13854,13956,18,41,70,833
780,918,13950,14052,4,41,70,828
780,918,14046,14154,4,41,70,823
912,984,13950,14004,4,41,70,834
912,984,13998,14052,4,41,56,831
978,1050,13950,14004,4,41,56,834
978,1050,13998,14052,4,41,56,831
912,1050,14046,14154,4,41,56,823
1044,1308,12594,12792,11,50,18,880
1044,1308,12786,12984,11,50,18,872
1302,1440,12594,12696,11,50,18,890
1302,1440,12690,12792,11,50,18,886
1434,1572,12594,12696,11,50,18,890
1434,1572,12690,12792,11,50,18,886
1302,1572,12786,12984,11,50,18,871
1044,1308,12978,13176,11,50,18,863
1044,1308,13170,13374,11,50,18,854
1302,1572,12978,13176,11,50,18,862
1302,1440,13170,13272,11,50,18,865
1302,1440,13266,13374,11,50,18,860
1434,1572,13170,13272,11,50,18,865
1434,1572,13266,13374,11,50,18,860
1566,1836,12594,12792,11,79,70,878
1566,1836,12786,12984,11,79,70,870
1830,2100,12594,12792,11,79,70,878
1830,1968,12786,12888,11,53,18,881
1830,1968,12882,12984,11,53,18,877
1962,2100,12786,12888,11,53,18,881
1962,2100,12882,12984,18,79,53,877
1566,1836,12978,13176,18,79,50,862
1566,1836,13170,13374,18,79,50,853
1830,2100,12978,13176,18,79,70,861
1830,2100,13170,13374,18,79,50,852
1044,1176,13368,13470,11,41,70,857
1044,1176,13464,13566,11,41,70,852
1170,1308,13368,13470,11,41,70,856
1170,1308,13464,13566,11,50,18,851
1044,1176,13560,13662,11,41,70,848
1044,1176,13656,13764,18,41,50,843
1170,1308,13560,13662,18,79,50,847
1170,1308,13656,13764,18,79,50,842
1302,1440,13368,13470,11,50,18,856
1302,1440,13464,13566,18,79,50,851
1434,1572,13368,13470,18,79,50,855
1434,1572,13464,13566,18,79,50,851
1302,1440,13560,13662,18,79,50,846
1302,1440,13656,13764,18,79,50,841
1434,1572,13560,13662,18,79,50,846
1434,1572,13656,13764,18,79,50,841
1044,1176,13758,13860,18,41,70,838
1044,1176,13854,13956,18,41,70,833
1170,1308,13758,13860,18,79,50,837
1170,1308,13854,13956,18,79,56,832
1044,1176,13950,14052,18,41,56,828
1044,1176,14046,14154,18,41,56,822
1170,1308,13950,14052,18,79,56,827
1170,1308,14046,14154,18,79,56,822
1302,1440,13758,13860,18,79,50,836
1302,1440,13854,13956,18,79,50,831
1434,1572,13758,13860,18,79,50,836
1434,1572,13854,13956,18,79,50,831
1302,1440,13950,14052,18,79,56,826
1302,1440,14046,14154,18,79,56,821
1434,1572,13950,14052,18,79,50,826
1434,1572,14046,14154,18,79,56,821
1566,1836,13368,13566,18,79,50,843
1566,1836,13560,13764,18,79,50,834
1830,2100,13368,13566,18,79,50,843
1830,2100,13560,13764,18,79,50,834
1566,1836,13758,13956,18,79,56,824
1566,1836,13950,14154,18,79,56,814
1830,2100,13758,13956,18,79,50,824
1830,2100,13950,14154,18,79,56,813
-6,126,14148,14250,4,63,33,824
-6,126,14244,14346,4,63,33,819
120,258,14148,14250,4,63,33,822
120,258,14244,14346,4,63,33,817
-6,126,14340,14442,4,63,33,814
-6,126,14436,14544,4,63,33,808
120,258,14340,14442,4,63,33,812
120,258,14436,14544,4,63,33,807
252,390,14148,14250,4,63,33,821
252,390,14244,14346,4,63,33,816
384,456,14148,14202,4,63,33,827
384,456,14196,14250,4,63,33,824
450,522,14148,14202,4,63,33,826
450,522,14196,14250,4,41,70,823
384,456,14244,14298,4,63,33,821
384,456,14292,14346,4,41,70,819
450,522,14244,14298,4,41,70,821
450,522,14292,14346,4,41,70,818
252,390,14340,14442,4,63,33,811
252,390,14436,14544,4,63,33,806
384,522,14340,14442,4,41,70,810
384,522,14436,14544,4,41,70,804
-6,126,14538,14640,4,63,33,803
-6,126,14634,14736,4,63,33,797
120,258,14538,14640,4,63,33,801
120,258,14634,14736,4,63,33,796
-6,126,14730,14832,33,41,63,792
-6,126,14826,14934,33,41,56,786
120,258,14730,14832,4,41,56,790
120,258,14826,14934,33,41,56,784
252,390,14538,14640,4,63,33,800
252,390,14634,14736,4,41,56,795
384,522,14538,14640,4,41,56,799
384,522,14634,14736,4,41,56,793
252,522,14730,14934,4,41,56,776
516,786,14148,14346,4,41,70,807
516,786,14340,14544,4,41,56,797
780,918,14148,14250,4,41,56,818
780,918,14244,14346,4,41,56,813
912,1050,14148,14250,4,41,56,817
912,1050,14244,14346,4,41,56,812
780,1050,14340,14544,4,41,56,795
516,786,14538,14736,4,41,56,785
516,786,14730,14934,4,41,56,774
780,1050,14538,14736,4,41,56,784
780,1050,14730,14934,4,41,56,772
-6,126,14928,15030,33,41,49,780
-6,126,15024,15126,33,41,49,775
120,258,14928,15030,33,41,56,779
120,258,15024,15126,33,41,49,773
-6,126,15120,15222,33,41,49,769
-6,126,15216,15324,33,41,49,763
120,258,15120,15222,33,41,49,767
120,258,15216,15324,33,41,49,761
252,390,14928,15030,33,41,56,777
252,390,15024,15126,33,41,56,772
384,522,14928,15030,4,41,56,776
384,522,15024,15126,33,41,56,771
252,390,15120,15222,33,41,56,766
252,390,15216,15324,33,41,49,760
384,522,15120,15222,33,41,56,765
384,522,15216,15324,33,41,56,759
-6,126,15318,15420,33,41,49,757
-6,126,15414,15516,33,41,49,751
120,258,15318,15420,33,41,49,755
120,258,15414,15516,33,41,49,749
-6,126,15510,15612,33,41,49,745
-6,126,15606,15714,33,41,49,739
120,258,15510,15612,33,41,49,743
120,258,15606,15714,33,41,49,737
252,390,15318,15420,33,41,49,754
252,390,15414,15516,33,41,49,748
384,522,15318,15420,33,41,49,752
384,522,15414,15516,33,41,49,746
252,390,15510,15612,33,41,49,742
252,390,15606,15714,33,41,49,735
384,522,15510,15612,33,41,49,740
384,522,15606,15714,33,41,49,734
516,786,14928,15126,4,41,56,763
516,588,15120,15174,4,41,56,770
516,588,15168,15222,33,41,56,767
582,654,15120,15174,4,41,56,769
582,654,15168,15222,4,41,56,767
516,654,15216,15324,33,41,56,758
648,786,15120,15222,4,41,56,763
648,786,15216,15324,4,41,56,756
780,1050,14928,15126,4,41,56,761
780,1050,15120,15324,4,41,70,749
516,654,15318,15420,33,41,56,751
516,654,15414,15516,33,41,49,745
648,720,15318,15372,33,41,56,757
648,720,15366,15420,33,41,56,754
714,786,15318,15372,4,41,56,756
714,786,15366,15420,33,41,56,753
648,720,15414,15468,33,41,56,751
648,720,15462,15516,33,41,49,748
714,786,15414,15468,33,41,56,750
714,786,15462,15516,33,41,56,747
516,654,15510,15612,33,41,49,739
516,654,15606,15714,33,41,49,733
648,720,15510,15564,33,41,49,745
648,720,15558,15612,33,41,49,741
714,786,15510,15564,33,41,49,744
714,786,15558,15612,33,41,49,741
648,720,15606,15660,33,41,49,738
648,720,15654,15714,33,41,49,735
714,786,15606,15660,33,41,49,738
714,786,15654,15714,33,41,49,734
780,918,15318,15420,4,41,56,749
780,852,15414,15468,33,41,56,750
780,852,15462,15516,33,41,56,747
846,918,15414,15468,4,41,56,749
846,918,15462,15516,4,41,56,746
912,1050,15318,15420,4,41,56,748
912,1050,15414,15516,4,41,56,742
780,852,15510,15564,33,41,56,744
780,852,15558,15612,33,41,49,740
846,918,15510,15564,33,41,56,743
846,918,15558,15612,33,41,56,740
780,852,15606,15660,33,41,49,737
780,852,15654,15714,33,41,49,734
846,918,15606,15660,33,41,49,737
846,918,15654,15714,33,41,49,733
912,984,15510,15564,4,41,56,743
912,984,15558,15612,33,41,56,739
978,1050,15510,15564,4,41,56,742
978,1050,15558,15612,4,41,56,739
912,984,15606,15660,33,41,56,736
912,984,15654,15714,33,41,63,733
978,1014,15606,15636,4,41,56,739
978,1014,15630,15660,33,41,56,738
1008,1050,15606,15636,4,41,56,739
1008,1050,15630,15660,4,41,70,737
978,1014,15654,15684,33,41,56,736
978,1014,15678,15714,33,41,63,734
1008,1032,15654,15672,33,41,56,737
1008,1032,15666,15684,33,41,56,737
1026,1050,15654,15672,4,41,56,737
1026,1050,15666,15684,4,41,70,736
1008,1032,15678,15696,33,41,63,736
1008,1032,15690,15714,33,41,63,735
1026,1050,15678,15696,33,41,63,736
1026,1050,15690,15714,33,41,63,735
1044,1176,14148,14250,4,41,56,817
1044,1176,14244,14346,4,41,56,812
1170,1308,14148,14250,18,79,56,816
1170,1308,14244,14346,4,79,56,811
1044,1176,14340,14442,4,41,56,807
1044,1176,14436,14544,4,41,56,801
1170,1308,14340,14442,4,79,56,806
1170,1308,14436,14544,4,79,56,800
1302,1440,14148,14250,18,79,56,816
1302,1440,14244,14346,18,79,56,810
1434,1572,14148,14250,18,79,56,815
1434,1572,14244,14346,18,79,56,810
1302,1440,14340,14442,18,79,56,805
1302,1440,14436,14544,4,79,56,800
1434,1572,14340,14442,18,79,56,805
1434,1572,14436,14544,18,79,56,799
1044,1110,14538,14592,4,41,56,801
1044,1110,14586,14640,4,41,56,799
1104,1176,14538,14592,4,41,56,801
1104,1176,14586,14640,4,41,56,798
1044,1176,14634,14736,4,63,56,790
1170,1308,14538,14640,4,79,56,794
1170,1308,14634,14736,4,79,56,789
1044,1176,14730,14832,4,63,56,784
1044,1176,14826,14934,4,63,56,778
1170,1308,14730,14832,4,79,56,783
1170,1308,14826,14934,4,79,56,777
1302,1440,14538,14640,4,79,56,794
1302,1440,14634,14736,4,79,56,788
1434,1572,14538,14640,4,79,56,793
1434,1572,14634,14736,4,79,56,788
1302,1440,14730,14832,4,79,56,783
1302,1440,14826,14934,4,79,56,777
1434,1572,14730,14832,4,79,56,782
1434,1572,14826,14934,4,79,56,776
1566,1836,14148,14346,18,79,56,803
1566,1704,14340,14442,18,79,56,804
1566,1704,14436,14544,18,79,56,799
1698,1836,14340,14442,18,79,56,804
1698,1836,14436,14544,18,79,56,799
1830,2100,14148,14346,18,79,56,803
1830,2100,14340,14544,18,79,86,792
1566,1704,14538,14640,18,79,56,793
1566,1704,14634,14736,4,79,56,788
1698,1836,14538,14640,18,79,56,793
1698,1836,14634,14736,18,79,56,787
1566,1704,14730,14832,4,79,56,782
1566,1704,14826,14934,4,79,56,776
1698,1836,14730,14832,4,79,70,782
1698,1836,14826,14934,4,79,70,776
1830,2100,14538,14736,18,79,86,781
1830,2100,14730,14934,18,79,86,769
1044,1308,14928,15126,4,63,70,760
1044,1308,15120,15324,4,63,70,748
1302,1440,14928,15030,4,79,56,771
1302,1440,15024,15126,4,79,56,765
1434,1572,14928,15030,4,79,56,770
1434,1572,15024,15126,4,79,70,764
1302,1440,15120,15222,4,79,70,759
1302,1440,15216,15324,4,63,70,753
1434,1572,15120,15222,4,79,70,758
1434,1572,15216,15324,4,79,70,752
1044,1308,15318,15516,4,63,70,735
1044,1176,15510,15612,4,63,70,736
1044,1110,15606,15660,4,63,70,736
1044,1080,15654,15684,4,63,70,736
